credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
600,France,Female,26,6,163363.68,1,1,0,123820.51499999998
654,France,Female,35,2,136298.7,1,1,1,130146.69
622,France,Male,40,4,149699.63999999998,2,1,0,296058.195
682,France,Male,28,10,301087.44,1,0,1,124308.96
610,Spain,Female,37,10,210545.925,2,1,1,194345.79
795,France,Female,36,1,227766.96,1,1,1,203083.335
557,France,Female,27,2,0.0,2,0,1,6746.325000000001
824,Germany,Male,49,8,199847.22000000003,1,1,1,101828.055
698,France,Male,27,7,0.0,2,1,0,167207.325
630,France,Female,36,8,189898.485,2,1,1,201611.895
609,Germany,Female,71,6,169975.65000000002,1,1,0,162387.33000000002
694,France,Male,47,4,0.0,2,1,0,296292.93
681,France,Female,58,8,139760.82,1,1,1,209641.875
721,Spain,Female,32,10,0.0,1,1,0,204179.94
563,Germany,Male,44,7,157510.965,2,1,1,296718.24
654,Spain,Female,32,2,0.0,1,1,1,77959.38
659,Spain,Male,27,4,0.0,2,1,0,149012.805
674,Germany,Female,44,4,197390.775,1,0,1,257017.52999999997
576,Germany,Male,44,9,179295.78,1,1,0,178585.02
566,Germany,Male,54,4,177921.90000000002,2,1,1,258902.43
545,Germany,Male,37,9,143743.695,2,0,1,157405.32
798,France,Male,36,1,0.0,2,1,1,238566.15
757,France,Male,38,0,0.0,1,1,0,124894.59
641,France,Male,50,6,230386.09500000003,2,1,1,196366.17
718,France,Male,29,2,0.0,1,1,0,189505.08
699,France,Male,64,9,169664.28,1,1,0,41971.2
623,France,Female,35,0,195835.86,1,1,1,71821.065
644,France,Male,40,8,139774.785,1,1,0,110823.73500000002
586,France,Male,58,7,227900.445,1,1,0,244440.075
500,Germany,Male,30,2,188243.46,2,1,1,103211.205
583,France,Female,42,7,0.0,2,1,0,216058.575
595,Germany,Female,26,8,177821.58000000002,1,1,1,226788.27
670,Spain,Male,43,1,146688.315,1,0,0,180338.43
610,France,Male,41,6,0.0,3,0,0,84178.215
814,Spain,Female,72,2,0.0,2,0,1,196279.545
660,France,Female,40,8,250771.515,1,1,1,277735.41000000003
580,Germany,Male,35,9,182032.785,1,0,1,53507.175
850,France,Female,81,1,0.0,2,1,1,89352.36
676,Spain,Male,35,0,0.0,2,0,0,209867.37
578,France,Male,46,5,169839.70500000002,1,1,0,85156.14
579,France,Female,33,1,177589.125,1,1,1,236347.125
711,Germany,Female,52,8,217893.81,1,0,1,197209.965
692,France,Male,40,6,245257.74,1,0,0,135636.135
760,Spain,Female,33,1,177171.41999999998,2,0,1,234990.315
630,Germany,Female,51,0,162673.845,3,0,0,132559.035
808,France,Male,32,1,0.0,2,1,1,69301.065
611,Germany,Female,36,10,154941.84,1,1,0,240822.18
697,France,Female,42,1,0.0,1,1,0,1894.245
655,France,Female,38,6,0.0,1,1,1,282958.92
601,Spain,Male,28,6,0.0,2,1,0,21997.92
755,France,Male,42,2,179878.68,1,1,0,235302.315
553,France,Male,37,1,0.0,1,1,0,45692.325
723,France,Male,28,4,0.0,2,1,1,185828.82
507,Spain,Female,34,4,0.0,2,1,1,91032.57
777,France,Male,43,1,0.0,2,1,0,32678.865
566,France,Male,34,3,0.0,1,0,0,282203.53500000003
732,France,Male,26,7,0.0,2,1,0,231546.99
697,France,Female,42,10,0.0,2,1,0,91968.225
555,France,Male,29,4,193116.06,1,1,1,71182.395
584,Germany,Female,62,9,206591.01,2,0,1,181654.35
705,Germany,Female,44,10,160097.37,1,1,0,206129.805
688,France,Female,38,7,185316.315,1,1,1,236496.02999999997
626,France,Female,37,2,200953.44,2,1,0,223034.475
636,Spain,Male,76,9,189801.9,1,1,1,59684.43000000001
719,Spain,Female,35,8,0.0,1,1,1,247743.6
706,Spain,Male,30,6,131414.52,2,0,0,206511.825
731,Spain,Male,41,3,0.0,2,1,0,152057.58000000002
738,Spain,Male,49,3,0.0,3,1,1,97599.72
426,France,Male,34,9,0.0,2,1,0,161815.365
622,Spain,Female,36,0,163440.0,2,1,0,166770.45
701,Spain,Female,30,2,0.0,2,1,0,173475.945
512,France,Male,51,6,217429.965,1,1,1,247552.755
635,France,Male,41,4,155317.32,2,1,0,290619.82499999995
685,France,Male,33,6,0.0,1,1,0,87687.39
609,France,Male,53,7,0.0,2,0,1,78499.275
598,Germany,Male,38,1,152230.77,1,1,1,113938.65
708,France,Male,52,10,158033.715,1,1,0,184.605
574,Spain,Male,36,4,116951.25,1,1,0,250600.425
629,France,Male,44,5,0.0,4,0,0,176358.885
422,Spain,Female,54,4,0.0,2,1,1,10750.065
656,Spain,Male,28,8,180071.655,1,1,1,205760.085
697,France,Male,32,7,263197.275,3,1,0,174663.63
718,France,Male,52,8,119212.95,3,1,1,48631.98
586,Germany,Male,37,8,251603.535,2,0,1,156998.685
481,Spain,Female,37,8,0.0,2,1,0,66323.79000000001
749,France,Female,33,1,111578.97,1,1,0,30246.705
561,Germany,Male,49,5,142131.0,1,1,1,40036.965
676,Spain,Male,27,4,0.0,1,0,1,161933.505
615,Germany,Male,43,3,130381.29,1,1,1,225072.555
582,France,Female,39,1,198116.22000000003,2,1,0,288382.725
601,France,Male,40,10,191771.79,1,0,0,259868.52
708,France,Male,34,3,0.0,1,0,1,182186.82
708,Germany,Male,42,9,265053.54,2,1,1,157207.11000000002
797,Germany,Female,33,10,125333.37,1,0,0,104650.71
682,France,Male,26,8,0.0,2,1,0,267560.145
694,Spain,Female,39,9,0.0,2,0,0,149886.06
490,France,Female,40,1,0.0,1,1,1,74391.285
828,Spain,Male,42,10,0.0,1,1,1,279106.71
594,Spain,Female,38,7,145287.52500000002,1,1,0,116267.175
579,Spain,Male,33,1,0.0,2,1,1,82224.855
723,France,Female,35,0,0.0,2,0,1,91936.485
619,Germany,Female,42,8,199194.06,3,1,1,287732.025
794,Spain,Female,30,1,232455.81,1,0,1,235152.675
674,Germany,Male,44,3,133353.315,1,1,0,110596.98
418,France,Male,28,7,148108.38,1,1,0,183285.33
502,France,Male,33,8,0.0,2,1,1,185263.515
678,France,Female,50,6,0.0,1,1,0,12299.25
599,Germany,Male,40,10,206184.42,2,1,1,21169.665
736,France,Male,29,4,0.0,2,0,0,77557.515
430,France,Female,60,7,110905.53,1,1,0,242906.43
537,France,Female,45,7,237931.56,1,1,0,181339.44
683,Spain,Male,30,1,169885.8,1,1,1,97552.53
828,France,Male,31,9,0.0,1,0,1,246386.055
691,France,Female,29,9,174804.645,1,1,0,77981.985
608,Spain,Female,28,4,0.0,2,1,0,16349.445
691,France,Female,60,6,151606.035,1,1,0,266033.69999999995
718,Spain,Male,39,6,0.0,2,0,1,95833.65
680,Germany,Female,31,3,190997.19,3,1,1,264650.4
838,Spain,Female,41,5,0.0,2,1,0,121970.26499999998
695,Spain,Female,31,5,0.0,2,0,1,20998.32
681,France,Male,46,0,158954.13,1,1,0,8657.34
762,France,Male,36,5,179321.19,1,1,1,64040.475000000006
751,Spain,Male,38,7,0.0,2,0,0,136259.415
678,Spain,Male,28,5,208002.27,1,1,1,81216.015
634,France,Female,37,7,77373.75,2,1,1,276469.32
749,France,Male,37,7,0.0,2,1,0,30460.185
590,Spain,Male,37,6,254854.38,1,1,1,192384.27
610,France,Female,27,4,130893.6,2,1,0,274080.105
502,France,Male,33,7,0.0,2,0,1,6123.78
578,France,Female,40,7,0.0,2,0,0,153350.595
547,France,Female,32,2,0.0,2,1,0,198004.245
579,France,Female,27,9,0.0,2,1,0,190258.05
661,France,Male,39,5,0.0,2,0,0,272192.19
794,France,Male,46,6,0.0,2,1,0,292988.61
719,France,Male,61,5,0.0,2,0,1,43698.645
728,France,Female,69,1,0.0,2,1,1,197707.29
598,Germany,Male,19,3,225522.555,1,1,1,260676.06
822,Germany,Female,46,3,172611.03,2,1,0,39374.79
670,Spain,Female,40,3,0.0,1,1,1,273975.225
850,France,Male,28,8,149980.47,1,1,0,294873.82499999995
723,Germany,Female,68,3,165535.5,1,0,0,212966.31
705,Germany,Male,42,8,250028.88,2,1,1,82970.265
677,Spain,Male,40,7,142969.2,1,1,1,94417.125
736,France,Male,43,4,303665.205,1,1,0,108562.545
661,Germany,Female,47,0,164240.43,1,0,0,282486.015
501,Germany,Male,38,9,133466.085,2,0,1,200104.605
516,France,Female,29,2,157473.855,1,1,0,236067.75
517,Germany,Female,59,8,231166.485,2,1,0,151860.12
766,France,Male,32,6,278571.42,1,1,1,153753.75
520,Germany,Female,23,3,174033.79499999998,2,1,1,56366.490000000005
541,France,Male,46,6,0.0,2,1,1,125185.005
790,Germany,Female,34,2,246017.22000000003,1,1,0,299130.615
797,France,Male,31,9,0.0,2,1,1,37123.335
811,France,Male,40,1,152272.335,1,1,1,182647.5
722,Spain,Female,32,4,0.0,2,1,1,170499.72
675,France,Male,28,9,0.0,1,1,0,201166.395
660,Germany,Male,39,9,201898.995,2,1,0,274643.805
566,Spain,Male,32,10,221266.89,1,1,1,239836.545
768,France,Male,25,0,117594.12,1,1,1,12474.285
610,Spain,Female,31,5,0.0,2,0,0,95604.54
715,France,Female,31,3,165871.935,1,1,1,142072.86000000002
750,Germany,Male,42,8,227754.54,2,1,0,103043.07
431,Germany,Male,45,5,125436.825,2,0,0,55349.43000000001
704,France,Male,24,2,222295.725,2,1,0,274162.62
535,Spain,Female,30,5,184387.125,1,0,0,93585.885
614,France,Female,38,4,108891.0,1,1,1,114063.72
748,France,Male,38,4,172832.04,1,0,1,106435.125
492,Germany,Male,51,8,176713.11000000002,2,1,1,100966.68
573,France,Male,40,7,221632.02,1,1,1,165681.69
706,Spain,Female,53,3,0.0,3,0,0,132718.53
680,France,Male,31,10,169938.255,1,1,1,183959.595
458,Spain,Male,36,5,0.0,2,1,0,119585.67
612,Germany,Male,44,2,172745.07,1,1,1,146516.28
809,Germany,Male,50,10,177147.93,1,1,1,151080.03
590,France,Male,39,9,0.0,2,1,1,157095.78
602,France,Male,35,8,0.0,1,1,1,33748.935
540,Spain,Male,37,0,181238.55,1,1,0,42386.835
494,France,Male,25,6,0.0,2,0,1,164982.135
797,France,Male,29,1,0.0,1,0,1,224986.98
526,Germany,Male,61,6,200767.92,2,1,1,67771.20000000001
631,Spain,Male,38,7,0.0,2,1,0,272408.775
576,France,Female,29,5,162811.56,1,1,1,189703.635
405,France,Male,39,10,0.0,1,1,0,241216.275
555,France,Male,30,1,0.0,2,0,0,132220.29
750,Spain,Female,37,2,170725.59,1,0,0,132500.61000000002
665,France,Male,28,8,205950.34500000003,1,1,0,135262.245
640,Spain,Male,37,5,237036.57,1,1,0,121947.135
457,France,Female,33,7,191756.31,1,0,1,90019.755
695,France,Male,36,4,242299.5,1,1,0,151411.365
645,France,Male,31,7,241757.55,2,1,0,18899.91
647,Spain,Male,32,9,121437.54,1,1,1,192886.095
808,Spain,Male,25,7,0.0,2,0,1,34770.555
641,France,Male,33,2,219290.4,2,1,1,83695.245
700,Spain,Male,29,8,0.0,2,0,1,228145.52999999997
660,Germany,Male,26,4,172532.63999999998,1,0,1,243664.575
615,Spain,Male,41,1,190160.145,1,1,1,83326.89
705,Germany,Female,40,3,139334.865,1,1,1,164245.035
718,France,Male,48,9,0.0,2,1,1,108158.445
754,France,Male,61,5,219933.525,1,1,1,62722.83
713,Germany,Male,45,4,196557.21,1,1,0,111007.56
587,France,Female,46,6,133230.435,1,0,0,105336.51
569,Spain,Male,31,1,173110.45500000002,1,0,0,218292.33
568,France,Female,38,3,199427.88,1,0,1,186729.42
634,Germany,Male,74,5,163337.55,1,1,0,15117.03
770,Germany,Female,46,5,212682.945,2,0,0,247450.815
676,Spain,Female,64,4,175431.48,1,1,1,136724.22
723,Germany,Female,47,10,135675.0,2,0,0,155068.965
614,Germany,Female,39,8,188995.83,1,1,1,192074.01
601,Spain,Female,41,3,0.0,2,1,0,81514.245
592,France,Male,60,9,0.0,4,1,1,20421.015
605,Spain,Female,36,9,0.0,2,0,1,53282.44499999999
752,Spain,Female,31,4,216956.79,2,1,0,60745.08
677,France,Female,29,3,129924.525,1,0,0,137855.84999999998
850,France,Male,31,8,0.0,2,1,0,268001.55000000005
608,Germany,Female,48,2,191886.375,2,1,0,48303.915
786,Spain,Female,34,9,0.0,2,1,0,175551.48
777,France,Female,29,9,196860.915,1,1,1,245619.135
667,Spain,Male,31,5,0.0,2,1,1,30520.034999999996
848,Spain,Male,35,5,180070.11000000002,2,1,0,127065.975
486,France,Female,39,8,146729.04,1,0,1,180796.965
598,Spain,Female,64,1,94469.895,1,1,1,228410.355
506,France,Female,40,3,0.0,1,1,1,216518.37
612,Germany,Male,46,9,242175.045,1,1,1,145441.5
545,France,Male,30,3,0.0,2,1,0,255461.145
793,France,Male,56,8,179244.375,2,1,0,44821.485
682,France,Female,30,9,0.0,2,1,1,292657.365
517,France,Male,62,1,65658.99,3,1,0,281634.36
684,France,Male,32,9,150374.115,2,0,1,101399.535
692,Spain,Male,46,2,0.0,2,1,1,158974.635
740,France,Female,60,5,162042.12,2,0,0,38970.63
666,Germany,Male,71,1,79519.935,2,1,1,168333.96
693,France,Male,68,2,0.0,2,1,1,89797.44
757,Germany,Male,33,1,183133.005,1,1,0,63871.634999999995
684,Germany,Male,18,9,135816.0,1,0,1,7165.844999999999
691,Spain,Male,35,6,0.0,2,0,1,267057.255
842,France,Male,44,3,211878.27,4,0,1,192781.74
482,France,Female,35,5,221719.575,2,0,0,163544.58000000002
735,France,Male,55,6,201211.02,1,1,0,3401.82
681,France,Female,63,7,0.0,2,1,1,82581.72
616,France,Female,31,8,0.0,1,0,1,114684.255
850,France,Female,35,2,192822.735,4,1,0,113218.425
635,France,Male,43,10,183297.315,2,0,1,268716.81
638,Germany,Male,42,8,217766.76,1,1,0,290207.61
820,Spain,Female,31,2,141333.79499999998,1,1,0,155356.2
694,Germany,Female,58,1,214818.33,1,0,0,153942.84
713,France,Male,41,3,0.0,2,1,0,83658.06
543,Germany,Male,41,6,215025.615,1,1,1,288105.24
649,France,Female,41,3,196397.745,1,1,1,217212.555
777,France,Female,30,4,206776.965,1,1,0,7512.344999999999
561,France,Male,33,6,0.0,2,0,0,260520.585
724,Spain,Male,41,5,0.0,1,0,1,173630.91
665,Spain,Female,51,8,0.0,1,1,1,58392.72
441,France,Male,60,1,210921.225,1,0,1,261571.84500000003
579,Spain,Male,22,3,178020.855,1,1,1,74744.70000000001
777,Germany,Male,35,7,184376.535,1,1,1,114254.52
739,France,Female,36,0,0.0,2,0,0,200198.355
660,France,Male,40,5,197631.165,2,1,1,58142.415
554,France,Female,35,8,0.0,2,1,1,265169.19
850,France,Female,24,6,0.0,2,1,1,19739.85
842,Germany,Female,35,9,179922.135,1,1,0,72326.955
785,France,Female,38,1,0.0,1,1,0,202447.275
550,France,Male,25,0,0.0,2,1,1,276331.665
750,Spain,Female,39,6,0.0,2,0,0,28896.495000000003
490,Spain,Female,38,3,145899.15000000002,1,1,1,139195.845
605,Germany,Male,28,10,170536.245,1,1,0,49671.36
563,Spain,Female,42,6,148584.33000000002,2,1,0,231521.925
675,France,Male,34,8,0.0,2,1,1,277263.315
621,Spain,Female,36,7,174508.02,1,1,1,233615.22000000003
850,France,Male,40,6,146009.98500000002,1,0,1,133222.875
711,France,Male,41,3,0.0,2,1,1,290621.355
549,Germany,Female,55,1,206388.465,2,0,1,174822.03
764,Germany,Male,34,6,163140.405,2,1,0,249487.185
627,Germany,Male,30,3,193156.32,2,1,1,60298.515
850,France,Female,34,2,0.0,2,0,0,77878.56
614,Spain,Female,36,1,66082.26,1,1,1,109993.62
685,Germany,Female,44,2,179486.29499999998,1,1,0,218080.575
683,Germany,Female,49,7,163196.445,2,0,0,211144.77
643,Spain,Male,35,2,0.0,2,0,0,101969.025
561,Germany,Female,49,1,153037.98,1,1,0,199577.46
601,Spain,Female,20,9,183669.915,2,1,0,130187.85
766,France,Female,27,7,238180.005,2,0,1,71368.875
699,France,Male,29,3,188533.935,1,1,1,227435.565
850,Germany,Male,29,1,231960.615,1,1,1,246059.265
792,Germany,Female,50,4,220066.14,1,1,0,24792.6
636,Germany,Male,67,7,205064.025,1,0,1,100129.65
850,Germany,Male,43,5,193957.635,2,0,1,28866.870000000003
628,Spain,Male,40,10,0.0,2,1,0,155748.87
736,France,Female,63,10,0.0,2,0,1,754.05
711,France,Female,21,0,124266.495,2,0,1,2113.02
583,Spain,Female,22,2,0.0,2,0,1,8978.039999999999
757,France,Male,46,0,0.0,2,1,0,56190.075
749,Germany,Female,33,10,115038.33,1,0,1,45594.645
705,France,Male,34,7,176573.76,1,1,0,3748.005
585,France,Male,54,8,130657.98,1,1,1,83019.20999999999
437,France,Female,43,6,0.0,1,1,0,222496.455
741,France,Female,64,2,103966.74,1,1,1,88856.58
738,France,Male,26,9,0.0,2,1,1,72967.41
586,Spain,Female,33,10,100423.005,2,1,1,211138.545
627,France,Female,57,9,0.0,2,1,1,161568.63
551,Spain,Male,76,2,192616.065,2,1,1,272578.09500000003
606,Germany,Male,38,3,149846.29499999998,1,0,0,55581.975000000006
674,France,Male,22,3,0.0,1,1,1,260910.885
584,Germany,Female,31,6,228933.51,1,1,0,148948.2
590,France,Male,40,8,0.0,2,1,0,94399.545
585,France,Male,56,4,207340.785,2,1,1,82931.76
508,France,Female,25,2,167093.29499999998,1,0,1,72295.59
458,Germany,Male,44,7,126579.855,1,1,0,267964.09500000003
692,France,Female,36,3,0.0,2,1,1,12423.329999999998
502,Germany,Male,33,5,262010.475,2,1,0,49950.84
518,France,Male,46,3,0.0,2,1,0,114773.685
660,Germany,Male,46,5,163529.47499999998,2,1,1,50520.84
698,Germany,Female,52,1,161860.125,1,1,0,253329.585
678,France,Male,54,7,193372.455,1,0,0,287619.34500000003
773,Spain,Male,63,9,166769.745,1,1,1,139636.53
619,Germany,Female,52,8,186148.695,1,0,0,35856.78
684,Germany,Male,59,9,183706.635,1,0,1,23710.605
635,France,Male,34,3,202038.6,2,1,1,125659.53
680,France,Female,25,4,185724.75,1,1,1,135243.52500000002
608,Germany,Male,34,3,159432.81,1,1,1,54958.875
603,Germany,Female,55,7,191584.875,2,1,0,209203.665
579,Spain,Male,43,2,218765.73,1,1,1,297603.555
756,Germany,Female,34,2,222301.08,1,0,0,291876.72000000003
611,France,Male,30,2,156218.47499999998,1,0,0,239444.46
532,Germany,Male,24,8,214132.875,1,0,0,51347.22
684,Germany,Female,63,3,121868.685,1,1,0,104464.965
647,Germany,Female,33,3,252840.69,2,0,0,135405.24
583,France,Male,38,8,0.0,1,1,0,71772.84
774,Germany,Male,42,2,198290.91,2,1,1,244298.27999999997
677,France,Male,58,9,0.0,1,0,1,252975.6
542,Germany,Male,25,8,208995.15,1,0,0,81558.55500000001
613,Spain,Male,29,0,0.0,2,0,1,200845.98
666,France,Male,40,5,0.0,2,1,0,221817.075
777,France,Female,28,2,201857.25,1,0,1,177470.07
581,Germany,Male,50,2,215743.8,2,1,0,271836.36
705,France,Male,32,7,0.0,2,1,0,11882.355
673,France,Female,44,8,200167.455,1,0,1,8562.285
594,Germany,Female,23,4,157130.76,2,1,0,85134.78
648,Germany,Female,51,2,174862.26,1,1,0,6181.5599999999995
605,France,Male,41,10,0.0,2,0,1,145819.635
734,France,Female,40,9,265372.19999999995,1,1,1,19198.845
572,France,Female,36,8,102522.27,2,0,1,75600.48
595,France,Female,33,9,0.0,2,1,1,62171.79
749,France,Male,42,2,85090.245,2,0,1,278315.025
573,Spain,Male,46,3,97903.845,1,0,1,284982.975
624,Spain,Male,33,6,99330.255,1,0,1,256228.515
703,France,Male,56,9,0.0,1,0,0,128320.995
665,France,Female,41,8,144221.325,1,1,0,205556.955
648,France,Male,42,4,0.0,2,1,0,28924.71
850,Spain,Male,48,2,0.0,1,1,0,254137.95
569,Germany,Female,32,8,217995.645,1,1,1,198057.975
566,France,Female,21,3,0.0,2,1,1,5439.705
537,Germany,Female,47,4,186288.42,2,1,1,76322.265
706,Germany,Female,46,7,166932.27,1,1,1,223755.375
734,France,Male,43,7,161708.505,1,0,0,273758.52
586,Germany,Female,36,5,155551.035,1,1,0,291108.83999999997
612,France,Female,38,1,0.0,2,1,1,13813.815
648,France,Male,34,0,0.0,1,1,1,251897.715
557,France,Female,27,3,131608.62,1,1,1,184644.84
643,Spain,Female,20,0,199970.01,1,1,1,5948.535
433,France,Female,49,10,0.0,1,1,1,131567.415
643,Germany,Male,41,7,232353.99,1,1,1,74500.92
488,France,Female,36,0,0.0,2,1,0,205012.83
758,Germany,Male,68,6,168893.77500000002,1,1,0,53798.16
743,Germany,Male,39,3,179543.625,1,0,1,39204.195
730,France,Female,47,7,0.0,1,1,0,50059.89
746,Spain,Male,49,7,0.0,2,0,1,15144.375
666,Germany,Female,59,8,228921.765,2,1,1,283173.44999999995
580,Germany,Female,33,7,197470.515,2,0,0,119662.785
850,France,Male,27,6,144982.08000000002,2,0,0,229110.24
563,France,Male,22,3,206374.56,1,0,1,8687.775000000001
766,Germany,Female,28,3,94076.76,2,1,1,19773.645
659,France,Male,32,9,143065.695,1,0,1,281326.86
607,Spain,Male,28,1,203904.15,2,1,1,165840.21
644,Germany,Male,35,5,242386.665,3,1,1,95693.43
746,France,Male,47,8,213573.045,1,1,1,93129.93
588,Spain,Male,33,2,0.0,2,1,1,18725.34
691,Spain,Male,30,9,0.0,2,0,1,16444.56
666,France,Female,38,6,190564.635,1,1,1,12370.5
640,Spain,Female,46,3,0.0,1,1,1,234390.12
611,Germany,Female,29,4,118328.82,2,1,1,40391.535
651,Spain,Female,45,8,143884.34999999998,1,1,0,127173.63
529,France,Female,29,8,0.0,2,1,0,29763.165
676,France,Female,36,3,137567.385,1,1,1,143090.145
639,Germany,Female,46,10,165046.635,2,1,1,200993.385
782,France,Male,36,5,121816.08,2,0,1,162005.07
641,Germany,Male,32,5,184421.88,1,1,1,148732.29
697,France,Female,38,1,273098.775,1,1,0,74255.25
623,France,Male,45,0,0.0,1,1,0,294800.58
494,Spain,Female,41,2,104961.99,2,1,0,282639.195
731,France,Female,38,10,185567.595,2,1,0,257011.02
657,France,Male,44,6,114742.56,1,1,0,118607.835
744,France,Female,38,9,0.0,2,0,0,31411.14
774,Spain,Male,46,9,0.0,2,1,1,52161.39
850,Germany,Female,45,1,182812.335,1,0,0,10298.115
551,France,Female,45,6,0.0,2,1,1,76715.145
638,France,Male,36,6,282682.78500000003,1,0,0,70547.1
792,France,Female,42,0,148568.895,2,1,0,70740.015
666,France,Female,36,8,0.0,1,0,1,238000.485
716,Germany,Female,30,2,308656.17,2,0,0,98196.99
594,France,Female,31,0,119011.425,1,1,0,117383.79
600,Germany,Male,57,9,207684.045,2,1,1,155322.375
565,France,Male,49,7,0.0,2,1,1,134413.88999999998
678,Germany,Male,48,2,151649.84999999998,2,0,1,290214.06
648,Spain,Female,31,5,0.0,2,1,1,7798.530000000001
642,France,Male,40,8,163829.745,1,1,0,79241.265
706,Germany,Male,67,1,184915.035,2,1,1,129761.82
668,Spain,Male,43,10,169551.465,1,1,1,150635.82
635,Spain,Male,41,1,0.0,2,1,0,263417.25
603,Spain,Male,30,6,194322.75,2,1,1,28924.275
635,France,Female,72,4,112219.26,1,0,1,41172.495
642,France,Female,40,7,0.0,2,1,0,275945.01
785,Spain,Female,54,1,0.0,2,1,0,67670.88
628,Germany,Female,28,3,230307.195,2,1,0,166164.01499999998
499,France,Female,38,9,0.0,2,0,1,274563.30000000005
567,Spain,Male,34,10,0.0,2,0,1,242357.685
449,Spain,Male,32,0,233429.04,1,1,1,250038.045
701,Spain,Male,35,10,239540.85,2,1,1,106760.46
613,Spain,Male,37,3,257479.755,1,0,1,8029.68
683,Germany,Female,39,2,71528.205,2,1,1,129029.22
581,France,Male,35,4,0.0,2,0,1,129575.73
620,France,Male,61,5,0.0,1,0,0,47462.28
561,Spain,Male,28,6,185538.0,1,1,1,105823.44
558,Germany,Male,26,1,223279.935,2,1,1,36616.53
642,France,Male,35,2,199742.925,1,0,1,183382.29
805,Germany,Male,24,6,214832.025,2,1,0,279053.58
687,France,Male,35,9,0.0,2,0,1,109700.73
695,Spain,Male,56,1,0.0,3,1,0,281601.735
562,France,Male,33,6,0.0,2,1,0,167385.52500000002
613,Germany,Male,38,9,189398.82,2,0,0,23789.925000000003
589,France,Male,37,5,0.0,1,1,0,91987.305
593,Spain,Male,31,8,169070.01,1,1,1,265303.335
714,France,Male,34,5,211759.545,1,0,1,148344.09
588,Spain,Female,35,7,0.0,2,1,1,163108.72499999998
679,Spain,Male,39,6,0.0,2,1,0,18399.09
730,Spain,Male,38,5,178299.54,1,1,1,244976.25
833,France,Male,47,2,0.0,2,1,1,273371.65499999997
586,Spain,Female,33,7,0.0,2,1,1,252392.1
567,Spain,Female,54,5,138474.465,2,1,0,237885.99
637,Germany,Male,30,1,183278.295,1,1,0,153849.69
711,France,Male,38,4,185018.775,1,1,0,212741.745
828,France,Male,30,4,109605.27,2,0,0,242506.725
500,Spain,Male,38,7,0.0,2,0,0,288019.84500000003
807,France,Male,47,1,142680.885,1,0,0,191812.65
850,France,Male,40,8,154200.97499999998,1,1,0,91217.34
782,France,Female,70,7,145608.63,1,0,1,196765.83
629,Spain,Male,31,6,199314.825,1,1,1,196293.165
582,Spain,Male,33,6,0.0,2,0,1,109456.395
468,France,Male,22,2,0.0,2,1,0,42185.985
670,France,Male,36,3,0.0,1,1,0,211131.285
805,France,Male,39,2,0.0,1,0,0,249975.48
720,France,Male,26,10,77944.365,2,1,0,68260.86
781,Spain,Female,29,6,148139.835,1,0,0,168303.96
592,Germany,Male,33,2,234856.29,1,1,1,55710.3
542,France,Female,42,1,0.0,1,1,1,267384.87
532,France,Male,42,1,238537.065,1,1,0,151474.395
520,France,Female,39,1,110239.755,1,0,1,164439.195
759,France,Female,45,8,0.0,2,1,1,148876.86000000002
473,France,Female,35,6,104426.04,1,1,0,215018.535
639,Spain,Female,35,5,204789.39,2,1,0,89479.545
705,France,Male,25,3,170604.405,1,0,1,295296.915
530,France,Male,52,1,160084.91999999998,1,0,0,164940.59999999998
516,Germany,Female,33,10,208271.85,1,1,1,190885.05
850,France,Female,40,0,0.0,2,1,0,1649.9250000000002
746,Germany,Female,33,2,161802.21,2,1,1,219288.6
622,Germany,Male,33,3,145389.18,2,1,0,72830.655
743,France,Male,30,7,116398.845,1,0,0,216610.65
732,Germany,Male,38,5,268181.31,1,1,1,293640.795
850,France,Male,81,5,0.0,2,1,1,67241.205
850,Germany,Female,34,3,194502.645,2,1,1,133115.98500000002
686,France,Male,34,6,219267.195,2,1,1,133255.665
556,France,Female,40,8,0.0,2,1,0,93169.05
673,France,Male,37,4,0.0,2,0,0,245344.605
809,France,Female,38,2,232144.815,2,1,1,262200.46499999997
634,Germany,Female,56,3,174376.86000000002,1,0,1,63644.81999999999
630,France,Male,37,6,0.0,2,1,1,123971.475
564,Germany,Female,30,0,151432.32,2,0,0,201262.725
625,France,Female,51,4,186930.015,2,1,0,138365.91
677,Spain,Female,34,4,0.0,2,1,1,9263.295
583,France,Male,40,9,169051.56,1,0,0,43820.445
592,Spain,Male,45,8,127038.75,1,0,1,100821.03
637,Germany,Male,49,2,162306.78,1,1,0,253556.76
850,France,Male,30,6,129674.085,1,1,1,283213.84500000003
633,Spain,Male,42,10,0.0,1,0,1,119112.255
751,Germany,Male,36,5,109792.48500000002,1,1,1,133833.99
592,Germany,Male,31,7,186889.845,1,1,0,129119.505
716,Germany,Male,50,2,179483.655,1,1,1,19416.255
641,Germany,Male,42,3,182648.055,2,1,1,249775.26
849,France,Male,35,4,166256.595,1,0,0,189629.7
647,Spain,Male,47,10,149752.755,1,0,1,133654.575
608,Germany,Female,30,2,136586.055,2,1,0,199459.755
555,France,Female,26,7,0.0,2,1,0,139683.615
497,Spain,Male,27,7,224100.40499999997,1,0,0,251283.285
599,Germany,Male,38,9,133667.445,1,0,0,235859.4
